ID;Codice;Configurazione;Tipo_Parete;Montante;Guida;Tipologia_Lastra;Spessore_Lastra_mm;Numero_Lati;Numero_Strati;Spessore_Totale_mm;Peso_kg_mq;Isolamento_Acustico_Rw_dB;Resistenza_Fuoco
740;p_doppia_doppia-c100-h2o-12.5;Parete Doppia Lastra Doppia;Parete;C 100/50;U 100/40;Idrofuga;12.5;2;2;150;40.5;58;REI 30
741;p_doppia_doppia-c100-h2o-15;Parete Doppia Lastra Doppia;Parete;C 100/50;U 100/40;Idrofuga;15;2;2;160;48.0;60;REI 30
742;p_doppia_doppia-c100-h2o-18;Parete Doppia Lastra Doppia;Parete;C 100/50;U 100/40;Idrofuga;18;2;2;172;57.0;62;REI 30
743;p_doppia_doppia-c100-h2o-25;Parete Doppia Lastra Doppia;Parete;C 100/50;U 100/40;Idrofuga;25;2;2;200;78.0;68;REI 30
744;p_doppia_doppia-c100-fono-6;Parete Doppia Lastra Doppia;Parete;C 100/50;U 100/40;Fonoisolante;6;2;2;124;21.0;58;REI 30
745;p_doppia_doppia-c100-fono-9.5;Parete Doppia Lastra Doppia;Parete;C 100/50;U 100/40;Fonoisolante;9.5;2;2;138;31.5;61;REI 30
746;p_doppia_doppia-c100-fono-12.5;Parete Doppia Lastra Doppia;Parete;C 100/50;U 100/40;Fonoisolante;12.5;2;2;150;40.5;63;REI 30
747;p_doppia_doppia-c100-fono-15;Parete Doppia Lastra Doppia;Parete;C 100/50;U 100/40;Fonoisolante;15;2;2;160;48.0;65;REI 30
748;p_doppia_doppia-c100-fono-18;Parete Doppia Lastra Doppia;Parete;C 100/50;U 100/40;Fonoisolante;18;2;2;172;57.0;67;REI 30
749;p_doppia_doppia-c100-fono-25;Parete Doppia Lastra Doppia;Parete;C 100/50;U 100/40;Fonoisolante;25;2;2;200;78.0;73;REI 30
750;p_doppia_doppia-c100-fuoco-6;Parete Doppia Lastra Doppia;Parete;C 100/50;U 100/40;Antifuoco;6;2;2;124;21.0;53;REI 90
751;p_doppia_doppia-c100-fuoco-9.5;Parete Doppia Lastra Doppia;Parete;C 100/50;U 100/40;Antifuoco;9.5;2;2;138;31.5;56;REI 90
752;p_doppia_doppia-c100-fuoco-12.5;Parete Doppia Lastra Doppia;Parete;C 100/50;U 100/40;Antifuoco;12.5;2;2;150;40.5;58;REI 90
753;p_doppia_doppia-c100-fuoco-15;Parete Doppia Lastra Doppia;Parete;C 100/50;U 100/40;Antifuoco;15;2;2;160;48.0;60;REI 90
754;p_doppia_doppia-c100-fuoco-18;Parete Doppia Lastra Doppia;Parete;C 100/50;U 100/40;Antifuoco;18;2;2;172;57.0;62;REI 90
755;p_doppia_doppia-c100-fuoco-25;Parete Doppia Lastra Doppia;Parete;C 100/50;U 100/40;Antifuoco;25;2;2;200;78.0;68;REI 90
756;p_doppia_doppia-c100-flex-6;Parete Doppia Lastra Doppia;Parete;C 100/50;U 100/40;Flessibile;6;2;2;124;21.0;53;REI 30
757;p_doppia_doppia-c100-impatto-6;Parete Doppia Lastra Doppia;Parete;C 100/50;U 100/40;Alta resistenza;6;2;2;124;21.0;53;REI 30
758;p_doppia_doppia-c100-impatto-9.5;Parete Doppia Lastra Doppia;Parete;C 100/50;U 100/40;Alta resistenza;9.5;2;2;138;31.5;56;REI 30
759;p_doppia_doppia-c100-impatto-12.5;Parete Doppia Lastra Doppia;Parete;C 100/50;U 100/40;Alta resistenza;12.5;2;2;150;40.5;58;REI 30
760;p_doppia_doppia-c100-impatto-15;Parete Doppia Lastra Doppia;Parete;C 100/50;U 100/40;Alta resistenza;15;2;2;160;48.0;60;REI 30
761;p_doppia_doppia-c100-impatto-18;Parete Doppia Lastra Doppia;Parete;C 100/50;U 100/40;Alta resistenza;18;2;2;172;57.0;62;REI 30
762;p_doppia_doppia-c100-impatto-25;Parete Doppia Lastra Doppia;Parete;C 100/50;U 100/40;Alta resistenza;25;2;2;200;78.0;68;REI 30
763;p_doppia_doppia-c100-fibra-6;Parete Doppia Lastra Doppia;Parete;C 100/50;U 100/40;Fibrorinforzata;6;2;2;124;21.0;53;REI 30
764;p_doppia_doppia-c100-fibra-9.5;Parete Doppia Lastra Doppia;Parete;C 100/50;U 100/40;Fibrorinforzata;9.5;2;2;138;31.5;56;REI 30
765;p_doppia_doppia-c100-fibra-12.5;Parete Doppia Lastra Doppia;Parete;C 100/50;U 100/40;Fibrorinforzata;12.5;2;2;150;40.5;58;REI 30
766;p_doppia_doppia-c100-fibra-15;Parete Doppia Lastra Doppia;Parete;C 100/50;U 100/40;Fibrorinforzata;15;2;2;160;48.0;60;REI 30
767;p_doppia_doppia-c100-fibra-18;Parete Doppia Lastra Doppia;Parete;C 100/50;U 100/40;Fibrorinforzata;18;2;2;172;57.0;62;REI 30
768;p_doppia_doppia-c100-fibra-25;Parete Doppia Lastra Doppia;Parete;C 100/50;U 100/40;Fibrorinforzata;25;2;2;200;78.0;68;REI 30
769;p_doppia_doppia-c100-combi-6;Parete Doppia Lastra Doppia;Parete;C 100/50;U 100/40;Combinata;6;2;2;124;21.0;53;REI 90
770;p_doppia_doppia-c100-combi-9.5;Parete Doppia Lastra Doppia;Parete;C 100/50;U 100/40;Combinata;9.5;2;2;138;31.5;56;REI 90
771;p_doppia_doppia-c100-combi-12.5;Parete Doppia Lastra Doppia;Parete;C 100/50;U 100/40;Combinata;12.5;2;2;150;40.5;58;REI 90
772;p_doppia_doppia-c100-combi-15;Parete Doppia Lastra Doppia;Parete;C 100/50;U 100/40;Combinata;15;2;2;160;48.0;60;REI 90
773;p_doppia_doppia-c100-combi-18;Parete Doppia Lastra Doppia;Parete;C 100/50;U 100/40;Combinata;18;2;2;172;57.0;62;REI 90
774;p_doppia_doppia-c100-combi-25;Parete Doppia Lastra Doppia;Parete;C 100/50;U 100/40;Combinata;25;2;2;200;78.0;68;REI 90
775;p_doppia_doppia-c125-std-6;Parete Doppia Lastra Doppia;Parete;C 125/50;U 125/40;Standard;6;2;2;149;21.0;57;REI 30
776;p_doppia_doppia-c125-std-9.5;Parete Doppia Lastra Doppia;Parete;C 125/50;U 125/40;Standard;9.5;2;2;163;31.5;59;REI 30
777;p_doppia_doppia-c125-std-12.5;Parete Doppia Lastra Doppia;Parete;C 125/50;U 125/40;Standard;12.5;2;2;175;40.5;62;REI 30
778;p_doppia_doppia-c125-std-15;Parete Doppia Lastra Doppia;Parete;C 125/50;U 125/40;Standard;15;2;2;185;48.0;64;REI 30
779;p_doppia_doppia-c125-std-18;Parete Doppia Lastra Doppia;Parete;C 125/50;U 125/40;Standard;18;2;2;197;57.0;66;REI 30
780;p_doppia_doppia-c125-std-25;Parete Doppia Lastra Doppia;Parete;C 125/50;U 125/40;Standard;25;2;2;225;78.0;72;REI 30
781;p_doppia_doppia-c125-h2o-6;Parete Doppia Lastra Doppia;Parete;C 125/50;U 125/40;Idrofuga;6;2;2;149;21.0;57;REI 30
782;p_doppia_doppia-c125-h2o-9.5;Parete Doppia Lastra Doppia;Parete;C 125/50;U 125/40;Idrofuga;9.5;2;2;163;31.5;59;REI 30
783;p_doppia_doppia-c125-h2o-12.5;Parete Doppia Lastra Doppia;Parete;C 125/50;U 125/40;Idrofuga;12.5;2;2;175;40.5;62;REI 30
784;p_doppia_doppia-c125-h2o-15;Parete Doppia Lastra Doppia;Parete;C 125/50;U 125/40;Idrofuga;15;2;2;185;48.0;64;REI 30
785;p_doppia_doppia-c125-h2o-18;Parete Doppia Lastra Doppia;Parete;C 125/50;U 125/40;Idrofuga;18;2;2;197;57.0;66;REI 30
786;p_doppia_doppia-c125-h2o-25;Parete Doppia Lastra Doppia;Parete;C 125/50;U 125/40;Idrofuga;25;2;2;225;78.0;72;REI 30
787;p_doppia_doppia-c125-fono-6;Parete Doppia Lastra Doppia;Parete;C 125/50;U 125/40;Fonoisolante;6;2;2;149;21.0;62;REI 30
788;p_doppia_doppia-c125-fono-9.5;Parete Doppia Lastra Doppia;Parete;C 125/50;U 125/40;Fonoisolante;9.5;2;2;163;31.5;64;REI 30
789;p_doppia_doppia-c125-fono-12.5;Parete Doppia Lastra Doppia;Parete;C 125/50;U 125/40;Fonoisolante;12.5;2;2;175;40.5;67;REI 30
790;p_doppia_doppia-c125-fono-15;Parete Doppia Lastra Doppia;Parete;C 125/50;U 125/40;Fonoisolante;15;2;2;185;48.0;69;REI 30
791;p_doppia_doppia-c125-fono-18;Parete Doppia Lastra Doppia;Parete;C 125/50;U 125/40;Fonoisolante;18;2;2;197;57.0;71;REI 30
792;p_doppia_doppia-c125-fono-25;Parete Doppia Lastra Doppia;Parete;C 125/50;U 125/40;Fonoisolante;25;2;2;225;78.0;77;REI 30
793;p_doppia_doppia-c125-fuoco-6;Parete Doppia Lastra Doppia;Parete;C 125/50;U 125/40;Antifuoco;6;2;2;149;21.0;57;REI 90
794;p_doppia_doppia-c125-fuoco-9.5;Parete Doppia Lastra Doppia;Parete;C 125/50;U 125/40;Antifuoco;9.5;2;2;163;31.5;59;REI 90
795;p_doppia_doppia-c125-fuoco-12.5;Parete Doppia Lastra Doppia;Parete;C 125/50;U 125/40;Antifuoco;12.5;2;2;175;40.5;62;REI 90
796;p_doppia_doppia-c125-fuoco-15;Parete Doppia Lastra Doppia;Parete;C 125/50;U 125/40;Antifuoco;15;2;2;185;48.0;64;REI 90
797;p_doppia_doppia-c125-fuoco-18;Parete Doppia Lastra Doppia;Parete;C 125/50;U 125/40;Antifuoco;18;2;2;197;57.0;66;REI 90
798;p_doppia_doppia-c125-fuoco-25;Parete Doppia Lastra Doppia;Parete;C 125/50;U 125/40;Antifuoco;25;2;2;225;78.0;72;REI 90
799;p_doppia_doppia-c125-flex-6;Parete Doppia Lastra Doppia;Parete;C 125/50;U 125/40;Flessibile;6;2;2;149;21.0;57;REI 30
800;p_doppia_doppia-c125-impatto-6;Parete Doppia Lastra Doppia;Parete;C 125/50;U 125/40;Alta resistenza;6;2;2;149;21.0;57;REI 30
801;p_doppia_doppia-c125-impatto-9.5;Parete Doppia Lastra Doppia;Parete;C 125/50;U 125/40;Alta resistenza;9.5;2;2;163;31.5;59;REI 30
802;p_doppia_doppia-c125-impatto-12.5;Parete Doppia Lastra Doppia;Parete;C 125/50;U 125/40;Alta resistenza;12.5;2;2;175;40.5;62;REI 30
803;p_doppia_doppia-c125-impatto-15;Parete Doppia Lastra Doppia;Parete;C 125/50;U 125/40;Alta resistenza;15;2;2;185;48.0;64;REI 30
804;p_doppia_doppia-c125-impatto-18;Parete Doppia Lastra Doppia;Parete;C 125/50;U 125/40;Alta resistenza;18;2;2;197;57.0;66;REI 30
805;p_doppia_doppia-c125-impatto-25;Parete Doppia Lastra Doppia;Parete;C 125/50;U 125/40;Alta resistenza;25;2;2;225;78.0;72;REI 30
806;p_doppia_doppia-c125-fibra-6;Parete Doppia Lastra Doppia;Parete;C 125/50;U 125/40;Fibrorinforzata;6;2;2;149;21.0;57;REI 30
807;p_doppia_doppia-c125-fibra-9.5;Parete Doppia Lastra Doppia;Parete;C 125/50;U 125/40;Fibrorinforzata;9.5;2;2;163;31.5;59;REI 30
808;p_doppia_doppia-c125-fibra-12.5;Parete Doppia Lastra Doppia;Parete;C 125/50;U 125/40;Fibrorinforzata;12.5;2;2;175;40.5;62;REI 30
809;p_doppia_doppia-c125-fibra-15;Parete Doppia Lastra Doppia;Parete;C 125/50;U 125/40;Fibrorinforzata;15;2;2;185;48.0;64;REI 30
810;p_doppia_doppia-c125-fibra-18;Parete Doppia Lastra Doppia;Parete;C 125/50;U 125/40;Fibrorinforzata;18;2;2;197;57.0;66;REI 30
811;p_doppia_doppia-c125-fibra-25;Parete Doppia Lastra Doppia;Parete;C 125/50;U 125/40;Fibrorinforzata;25;2;2;225;78.0;72;REI 30
812;p_doppia_doppia-c125-combi-6;Parete Doppia Lastra Doppia;Parete;C 125/50;U 125/40;Combinata;6;2;2;149;21.0;57;REI 90
813;p_doppia_doppia-c125-combi-9.5;Parete Doppia Lastra Doppia;Parete;C 125/50;U 125/40;Combinata;9.5;2;2;163;31.5;59;REI 90
814;p_doppia_doppia-c125-combi-12.5;Parete Doppia Lastra Doppia;Parete;C 125/50;U 125/40;Combinata;12.5;2;2;175;40.5;62;REI 90
815;p_doppia_doppia-c125-combi-15;Parete Doppia Lastra Doppia;Parete;C 125/50;U 125/40;Combinata;15;2;2;185;48.0;64;REI 90
816;p_doppia_doppia-c125-combi-18;Parete Doppia Lastra Doppia;Parete;C 125/50;U 125/40;Combinata;18;2;2;197;57.0;66;REI 90
817;p_doppia_doppia-c125-combi-25;Parete Doppia Lastra Doppia;Parete;C 125/50;U 125/40;Combinata;25;2;2;225;78.0;72;REI 90
818;p_doppia_doppia-c150-std-6;Parete Doppia Lastra Doppia;Parete;C 150/50;U 150/40;Standard;6;2;2;174;21.0;60;REI 30
819;p_doppia_doppia-c150-std-9.5;Parete Doppia Lastra Doppia;Parete;C 150/50;U 150/40;Standard;9.5;2;2;188;31.5;63;REI 30
820;p_doppia_doppia-c150-std-12.5;Parete Doppia Lastra Doppia;Parete;C 150/50;U 150/40;Standard;12.5;2;2;200;40.5;66;REI 30
821;p_doppia_doppia-c150-std-15;Parete Doppia Lastra Doppia;Parete;C 150/50;U 150/40;Standard;15;2;2;210;48.0;68;REI 30
822;p_doppia_doppia-c150-std-18;Parete Doppia Lastra Doppia;Parete;C 150/50;U 150/40;Standard;18;2;2;222;57.0;70;REI 30
823;p_doppia_doppia-c150-std-25;Parete Doppia Lastra Doppia;Parete;C 150/50;U 150/40;Standard;25;2;2;250;78.0;76;REI 30
824;p_doppia_doppia-c150-h2o-6;Parete Doppia Lastra Doppia;Parete;C 150/50;U 150/40;Idrofuga;6;2;2;174;21.0;60;REI 30
825;p_doppia_doppia-c150-h2o-9.5;Parete Doppia Lastra Doppia;Parete;C 150/50;U 150/40;Idrofuga;9.5;2;2;188;31.5;63;REI 30
826;p_doppia_doppia-c150-h2o-12.5;Parete Doppia Lastra Doppia;Parete;C 150/50;U 150/40;Idrofuga;12.5;2;2;200;40.5;66;REI 30
827;p_doppia_doppia-c150-h2o-15;Parete Doppia Lastra Doppia;Parete;C 150/50;U 150/40;Idrofuga;15;2;2;210;48.0;68;REI 30
828;p_doppia_doppia-c150-h2o-18;Parete Doppia Lastra Doppia;Parete;C 150/50;U 150/40;Idrofuga;18;2;2;222;57.0;70;REI 30
829;p_doppia_doppia-c150-h2o-25;Parete Doppia Lastra Doppia;Parete;C 150/50;U 150/40;Idrofuga;25;2;2;250;78.0;76;REI 30
830;p_doppia_doppia-c150-fono-6;Parete Doppia Lastra Doppia;Parete;C 150/50;U 150/40;Fonoisolante;6;2;2;174;21.0;65;REI 30
831;p_doppia_doppia-c150-fono-9.5;Parete Doppia Lastra Doppia;Parete;C 150/50;U 150/40;Fonoisolante;9.5;2;2;188;31.5;68;REI 30
832;p_doppia_doppia-c150-fono-12.5;Parete Doppia Lastra Doppia;Parete;C 150/50;U 150/40;Fonoisolante;12.5;2;2;200;40.5;71;REI 30
833;p_doppia_doppia-c150-fono-15;Parete Doppia Lastra Doppia;Parete;C 150/50;U 150/40;Fonoisolante;15;2;2;210;48.0;73;REI 30
834;p_doppia_doppia-c150-fono-18;Parete Doppia Lastra Doppia;Parete;C 150/50;U 150/40;Fonoisolante;18;2;2;222;57.0;75;REI 30
835;p_doppia_doppia-c150-fono-25;Parete Doppia Lastra Doppia;Parete;C 150/50;U 150/40;Fonoisolante;25;2;2;250;78.0;81;REI 30
836;p_doppia_doppia-c150-fuoco-6;Parete Doppia Lastra Doppia;Parete;C 150/50;U 150/40;Antifuoco;6;2;2;174;21.0;60;REI 90
837;p_doppia_doppia-c150-fuoco-9.5;Parete Doppia Lastra Doppia;Parete;C 150/50;U 150/40;Antifuoco;9.5;2;2;188;31.5;63;REI 90
838;p_doppia_doppia-c150-fuoco-12.5;Parete Doppia Lastra Doppia;Parete;C 150/50;U 150/40;Antifuoco;12.5;2;2;200;40.5;66;REI 90
839;p_doppia_doppia-c150-fuoco-15;Parete Doppia Lastra Doppia;Parete;C 150/50;U 150/40;Antifuoco;15;2;2;210;48.0;68;REI 90
840;p_doppia_doppia-c150-fuoco-18;Parete Doppia Lastra Doppia;Parete;C 150/50;U 150/40;Antifuoco;18;2;2;222;57.0;70;REI 90
841;p_doppia_doppia-c150-fuoco-25;Parete Doppia Lastra Doppia;Parete;C 150/50;U 150/40;Antifuoco;25;2;2;250;78.0;76;REI 90
842;p_doppia_doppia-c150-flex-6;Parete Doppia Lastra Doppia;Parete;C 150/50;U 150/40;Flessibile;6;2;2;174;21.0;60;REI 30
843;p_doppia_doppia-c150-impatto-6;Parete Doppia Lastra Doppia;Parete;C 150/50;U 150/40;Alta resistenza;6;2;2;174;21.0;60;REI 30
844;p_doppia_doppia-c150-impatto-9.5;Parete Doppia Lastra Doppia;Parete;C 150/50;U 150/40;Alta resistenza;9.5;2;2;188;31.5;63;REI 30
845;p_doppia_doppia-c150-impatto-12.5;Parete Doppia Lastra Doppia;Parete;C 150/50;U 150/40;Alta resistenza;12.5;2;2;200;40.5;66;REI 30
846;p_doppia_doppia-c150-impatto-15;Parete Doppia Lastra Doppia;Parete;C 150/50;U 150/40;Alta resistenza;15;2;2;210;48.0;68;REI 30
847;p_doppia_doppia-c150-impatto-18;Parete Doppia Lastra Doppia;Parete;C 150/50;U 150/40;Alta resistenza;18;2;2;222;57.0;70;REI 30
848;p_doppia_doppia-c150-impatto-25;Parete Doppia Lastra Doppia;Parete;C 150/50;U 150/40;Alta resistenza;25;2;2;250;78.0;76;REI 30
849;p_doppia_doppia-c150-fibra-6;Parete Doppia Lastra Doppia;Parete;C 150/50;U 150/40;Fibrorinforzata;6;2;2;174;21.0;60;REI 30
850;p_doppia_doppia-c150-fibra-9.5;Parete Doppia Lastra Doppia;Parete;C 150/50;U 150/40;Fibrorinforzata;9.5;2;2;188;31.5;63;REI 30
851;p_doppia_doppia-c150-fibra-12.5;Parete Doppia Lastra Doppia;Parete;C 150/50;U 150/40;Fibrorinforzata;12.5;2;2;200;40.5;66;REI 30
852;p_doppia_doppia-c150-fibra-15;Parete Doppia Lastra Doppia;Parete;C 150/50;U 150/40;Fibrorinforzata;15;2;2;210;48.0;68;REI 30
853;p_doppia_doppia-c150-fibra-18;Parete Doppia Lastra Doppia;Parete;C 150/50;U 150/40;Fibrorinforzata;18;2;2;222;57.0;70;REI 30
854;p_doppia_doppia-c150-fibra-25;Parete Doppia Lastra Doppia;Parete;C 150/50;U 150/40;Fibrorinforzata;25;2;2;250;78.0;76;REI 30
855;p_doppia_doppia-c150-combi-6;Parete Doppia Lastra Doppia;Parete;C 150/50;U 150/40;Combinata;6;2;2;174;21.0;60;REI 90
856;p_doppia_doppia-c150-combi-9.5;Parete Doppia Lastra Doppia;Parete;C 150/50;U 150/40;Combinata;9.5;2;2;188;31.5;63;REI 90
857;p_doppia_doppia-c150-combi-12.5;Parete Doppia Lastra Doppia;Parete;C 150/50;U 150/40;Combinata;12.5;2;2;200;40.5;66;REI 90
858;p_doppia_doppia-c150-combi-15;Parete Doppia Lastra Doppia;Parete;C 150/50;U 150/40;Combinata;15;2;2;210;48.0;68;REI 90
859;p_doppia_doppia-c150-combi-18;Parete Doppia Lastra Doppia;Parete;C 150/50;U 150/40;Combinata;18;2;2;222;57.0;70;REI 90
860;p_doppia_doppia-c150-combi-25;Parete Doppia Lastra Doppia;Parete;C 150/50;U 150/40;Combinata;25;2;2;250;78.0;76;REI 90
861;p_doppia_tripla-c50-std-6;Parete Doppia Lastra Tripla;Parete;C 50/50;U 50/40;Standard;6;2;3;86;30.0;47;REI 30
862;p_doppia_tripla-c50-std-9.5;Parete Doppia Lastra Tripla;Parete;C 50/50;U 50/40;Standard;9.5;2;3;107;45.8;50;REI 30
863;p_doppia_tripla-c50-std-12.5;Parete Doppia Lastra Tripla;Parete;C 50/50;U 50/40;Standard;12.5;2;3;125;59.3;53;REI 30
864;p_doppia_tripla-c50-std-15;Parete Doppia Lastra Tripla;Parete;C 50/50;U 50/40;Standard;15;2;3;140;70.5;55;REI 30
865;p_doppia_tripla-c50-std-18;Parete Doppia Lastra Tripla;Parete;C 50/50;U 50/40;Standard;18;2;3;158;84.0;57;REI 30
866;p_doppia_tripla-c50-h2o-6;Parete Doppia Lastra Tripla;Parete;C 50/50;U 50/40;Idrofuga;6;2;3;86;30.0;47;REI 30
867;p_doppia_tripla-c50-h2o-9.5;Parete Doppia Lastra Tripla;Parete;C 50/50;U 50/40;Idrofuga;9.5;2;3;107;45.8;50;REI 30
868;p_doppia_tripla-c50-h2o-12.5;Parete Doppia Lastra Tripla;Parete;C 50/50;U 50/40;Idrofuga;12.5;2;3;125;59.3;53;REI 30
869;p_doppia_tripla-c50-h2o-15;Parete Doppia Lastra Tripla;Parete;C 50/50;U 50/40;Idrofuga;15;2;3;140;70.5;55;REI 30
870;p_doppia_tripla-c50-h2o-18;Parete Doppia Lastra Tripla;Parete;C 50/50;U 50/40;Idrofuga;18;2;3;158;84.0;57;REI 30
871;p_doppia_tripla-c50-fono-6;Parete Doppia Lastra Tripla;Parete;C 50/50;U 50/40;Fonoisolante;6;2;3;86;30.0;52;REI 30
872;p_doppia_tripla-c50-fono-9.5;Parete Doppia Lastra Tripla;Parete;C 50/50;U 50/40;Fonoisolante;9.5;2;3;107;45.8;55;REI 30
873;p_doppia_tripla-c50-fono-12.5;Parete Doppia Lastra Tripla;Parete;C 50/50;U 50/40;Fonoisolante;12.5;2;3;125;59.3;58;REI 30
874;p_doppia_tripla-c50-fono-15;Parete Doppia Lastra Tripla;Parete;C 50/50;U 50/40;Fonoisolante;15;2;3;140;70.5;60;REI 30
875;p_doppia_tripla-c50-fono-18;Parete Doppia Lastra Tripla;Parete;C 50/50;U 50/40;Fonoisolante;18;2;3;158;84.0;62;REI 30
876;p_doppia_tripla-c50-fuoco-6;Parete Doppia Lastra Tripla;Parete;C 50/50;U 50/40;Antifuoco;6;2;3;86;30.0;47;REI 90
877;p_doppia_tripla-c50-fuoco-9.5;Parete Doppia Lastra Tripla;Parete;C 50/50;U 50/40;Antifuoco;9.5;2;3;107;45.8;50;REI 90
878;p_doppia_tripla-c50-fuoco-12.5;Parete Doppia Lastra Tripla;Parete;C 50/50;U 50/40;Antifuoco;12.5;2;3;125;59.3;53;REI 90
879;p_doppia_tripla-c50-fuoco-15;Parete Doppia Lastra Tripla;Parete;C 50/50;U 50/40;Antifuoco;15;2;3;140;70.5;55;REI 90
880;p_doppia_tripla-c50-fuoco-18;Parete Doppia Lastra Tripla;Parete;C 50/50;U 50/40;Antifuoco;18;2;3;158;84.0;57;REI 90
881;p_doppia_tripla-c50-flex-6;Parete Doppia Lastra Tripla;Parete;C 50/50;U 50/40;Flessibile;6;2;3;86;30.0;47;REI 30
882;p_doppia_tripla-c50-impatto-6;Parete Doppia Lastra Tripla;Parete;C 50/50;U 50/40;Alta resistenza;6;2;3;86;30.0;47;REI 30
883;p_doppia_tripla-c50-impatto-9.5;Parete Doppia Lastra Tripla;Parete;C 50/50;U 50/40;Alta resistenza;9.5;2;3;107;45.8;50;REI 30
884;p_doppia_tripla-c50-impatto-12.5;Parete Doppia Lastra Tripla;Parete;C 50/50;U 50/40;Alta resistenza;12.5;2;3;125;59.3;53;REI 30
885;p_doppia_tripla-c50-impatto-15;Parete Doppia Lastra Tripla;Parete;C 50/50;U 50/40;Alta resistenza;15;2;3;140;70.5;55;REI 30
886;p_doppia_tripla-c50-impatto-18;Parete Doppia Lastra Tripla;Parete;C 50/50;U 50/40;Alta resistenza;18;2;3;158;84.0;57;REI 30
887;p_doppia_tripla-c50-fibra-6;Parete Doppia Lastra Tripla;Parete;C 50/50;U 50/40;Fibrorinforzata;6;2;3;86;30.0;47;REI 30
888;p_doppia_tripla-c50-fibra-9.5;Parete Doppia Lastra Tripla;Parete;C 50/50;U 50/40;Fibrorinforzata;9.5;2;3;107;45.8;50;REI 30
889;p_doppia_tripla-c50-fibra-12.5;Parete Doppia Lastra Tripla;Parete;C 50/50;U 50/40;Fibrorinforzata;12.5;2;3;125;59.3;53;REI 30
890;p_doppia_tripla-c50-fibra-15;Parete Doppia Lastra Tripla;Parete;C 50/50;U 50/40;Fibrorinforzata;15;2;3;140;70.5;55;REI 30
891;p_doppia_tripla-c50-fibra-18;Parete Doppia Lastra Tripla;Parete;C 50/50;U 50/40;Fibrorinforzata;18;2;3;158;84.0;57;REI 30
892;p_doppia_tripla-c50-combi-6;Parete Doppia Lastra Tripla;Parete;C 50/50;U 50/40;Combinata;6;2;3;86;30.0;47;REI 90
893;p_doppia_tripla-c50-combi-9.5;Parete Doppia Lastra Tripla;Parete;C 50/50;U 50/40;Combinata;9.5;2;3;107;45.8;50;REI 90
894;p_doppia_tripla-c50-combi-12.5;Parete Doppia Lastra Tripla;Parete;C 50/50;U 50/40;Combinata;12.5;2;3;125;59.3;53;REI 90
895;p_doppia_tripla-c50-combi-15;Parete Doppia Lastra Tripla;Parete;C 50/50;U 50/40;Combinata;15;2;3;140;70.5;55;REI 90
896;p_doppia_tripla-c50-combi-18;Parete Doppia Lastra Tripla;Parete;C 50/50;U 50/40;Combinata;18;2;3;158;84.0;57;REI 90
897;p_doppia_tripla-c75-std-6;Parete Doppia Lastra Tripla;Parete;C 75/50;U 75/40;Standard;6;2;3;111;30.0;51;REI 30
898;p_doppia_tripla-c75-std-9.5;Parete Doppia Lastra Tripla;Parete;C 75/50;U 75/40;Standard;9.5;2;3;132;45.8;54;REI 30
899;p_doppia_tripla-c75-std-12.5;Parete Doppia Lastra Tripla;Parete;C 75/50;U 75/40;Standard;12.5;2;3;150;59.3;56;REI 30
900;p_doppia_tripla-c75-std-15;Parete Doppia Lastra Tripla;Parete;C 75/50;U 75/40;Standard;15;2;3;165;70.5;58;REI 30
901;p_doppia_tripla-c75-std-18;Parete Doppia Lastra Tripla;Parete;C 75/50;U 75/40;Standard;18;2;3;183;84.0;61;REI 30
902;p_doppia_tripla-c75-h2o-6;Parete Doppia Lastra Tripla;Parete;C 75/50;U 75/40;Idrofuga;6;2;3;111;30.0;51;REI 30
903;p_doppia_tripla-c75-h2o-9.5;Parete Doppia Lastra Tripla;Parete;C 75/50;U 75/40;Idrofuga;9.5;2;3;132;45.8;54;REI 30
904;p_doppia_tripla-c75-h2o-12.5;Parete Doppia Lastra Tripla;Parete;C 75/50;U 75/40;Idrofuga;12.5;2;3;150;59.3;56;REI 30
905;p_doppia_tripla-c75-h2o-15;Parete Doppia Lastra Tripla;Parete;C 75/50;U 75/40;Idrofuga;15;2;3;165;70.5;58;REI 30
906;p_doppia_tripla-c75-h2o-18;Parete Doppia Lastra Tripla;Parete;C 75/50;U 75/40;Idrofuga;18;2;3;183;84.0;61;REI 30
907;p_doppia_tripla-c75-fono-6;Parete Doppia Lastra Tripla;Parete;C 75/50;U 75/40;Fonoisolante;6;2;3;111;30.0;56;REI 30
908;p_doppia_tripla-c75-fono-9.5;Parete Doppia Lastra Tripla;Parete;C 75/50;U 75/40;Fonoisolante;9.5;2;3;132;45.8;59;REI 30
909;p_doppia_tripla-c75-fono-12.5;Parete Doppia Lastra Tripla;Parete;C 75/50;U 75/40;Fonoisolante;12.5;2;3;150;59.3;61;REI 30
910;p_doppia_tripla-c75-fono-15;Parete Doppia Lastra Tripla;Parete;C 75/50;U 75/40;Fonoisolante;15;2;3;165;70.5;63;REI 30
911;p_doppia_tripla-c75-fono-18;Parete Doppia Lastra Tripla;Parete;C 75/50;U 75/40;Fonoisolante;18;2;3;183;84.0;66;REI 30
912;p_doppia_tripla-c75-fuoco-6;Parete Doppia Lastra Tripla;Parete;C 75/50;U 75/40;Antifuoco;6;2;3;111;30.0;51;REI 90
